"id","success","big_hit","backers_count"
184382243,"NO","NO",1
402078319,"NO","NO",0
991071985,"NO","NO",7
1867821454,"NO","NO",2
1438957994,"YES","YES",1198
448626204,"YES","NO",6
480491095,"YES","NO",121
2008180353,"NO","NO",22
1729174492,"NO","NO",9
1349591523,"NO","NO",10
79153535,"NO","NO",6
1315356366,"YES","NO",65
1553225242,"NO","NO",136
1256859563,"NO","NO",1
1803416659,"YES","NO",128
389426179,"NO","NO",13
2122661767,"YES","YES",65
144305192,"YES","NO",93
570488304,"YES","NO",87
440526583,"NO","NO",2
453102432,"NO","NO",44
741000922,"YES","NO",26
649890760,"NO","NO",31
2043835993,"NO","NO",65
613637884,"NO","NO",1
1517166880,"YES","NO",56
1606594399,"NO","NO",112
1330863700,"YES","NO",127
1124340967,"YES","NO",593
1100469174,"YES","NO",97
256882612,"NO","NO",2
1305216584,"NO","NO",0
954508321,"YES","NO",21
1638312839,"NO","NO",41
574909728,"NO","NO",16
1709469341,"NO","NO",12
1668187315,"NO","NO",26
1663849030,"YES","NO",18
1996787493,"NO","NO",0
1503775290,"NO","NO",17
1071451015,"YES","NO",16
214027609,"NO","NO",0
1302544793,"YES","NO",64
800563986,"YES","YES",1395
881373662,"NO","NO",12
558640489,"NO","NO",75
843724796,"NO","NO",7
1097203776,"NO","NO",137
1724410995,"NO","NO",7
1176688264,"NO","NO",24
2077911502,"YES","NO",212
249390573,"NO","NO",8
572503412,"NO","NO",8
50800249,"NO","NO",8
1399538267,"NO","NO",17
830572338,"YES","NO",52
1892002554,"YES","NO",30
244576718,"NO","NO",357
374659907,"NO","NO",6
544620807,"NO","NO",5
708622076,"NO","NO",77
1996705758,"NO","NO",4
803105459,"NO","NO",10
2114069320,"YES","NO",29
2004236096,"NO","NO",22
638455707,"NO","NO",0
857147327,"NO","NO",18
54426565,"YES","YES",39
653028710,"NO","NO",7
1266882358,"NO","NO",5
576983941,"YES","NO",65
780016900,"NO","NO",0
957321327,"YES","NO",49
1134181518,"YES","NO",589
434294189,"YES","NO",151
22220495,"NO","NO",9
1250070333,"YES","NO",45
1111040839,"YES","NO",37
1165898532,"NO","NO",2
835452251,"NO","NO",171
242645569,"YES","NO",447
1493121550,"NO","NO",2
1726406309,"NO","NO",8
1733322046,"YES","YES",250
1563055269,"NO","NO",32
1575419238,"NO","NO",10
1847436944,"NO","NO",4
1140166403,"YES","NO",26
2018196652,"NO","NO",202
1293032677,"NO","NO",6
300762009,"NO","NO",6
1673447770,"NO","NO",15
323309048,"NO","NO",17
1853577244,"YES","YES",71
364878288,"YES","YES",83
1755853085,"NO","NO",0
2005081192,"YES","NO",30
725117717,"NO","NO",10
895067240,"YES","NO",131
1971035219,"YES","NO",57
17045871,"NO","NO",0
409267431,"NO","NO",71
1052863946,"NO","NO",8
113605280,"NO","NO",5
731345819,"NO","NO",5
23982958,"NO","NO",1
2055933302,"NO","NO",8
270488666,"YES","YES",857
1041421385,"NO","NO",1
537576917,"YES","YES",195
86795844,"YES","NO",162
1465966281,"YES","NO",93
749509979,"NO","NO",6
1717849847,"NO","NO",5
1210445153,"YES","NO",124
520773917,"NO","NO",5
308791612,"NO","NO",13
281665315,"NO","NO",0
1786938176,"NO","NO",7
1210871422,"YES","NO",100
1830173936,"NO","NO",8
1311751521,"NO","NO",22
862735515,"NO","NO",0
185736871,"NO","NO",4
942102598,"NO","NO",1
1481227135,"NO","NO",55
1140300412,"NO","NO",0
1970158542,"YES","NO",130
1711663885,"YES","NO",30
552395261,"YES","NO",26
751604615,"NO","NO",2
656633807,"NO","NO",0
592055691,"NO","NO",0
1472309530,"NO","NO",3
1778657506,"NO","NO",4
570068756,"NO","NO",0
1776909080,"NO","NO",1
1799459587,"YES","NO",77
1185152934,"NO","NO",1
1430935427,"YES","NO",24
1322143093,"NO","NO",32
774653880,"YES","NO",124
820538638,"YES","NO",51
923256150,"YES","NO",210
460907310,"NO","NO",0
625619722,"YES","YES",1634
641907378,"NO","NO",40
80472031,"NO","NO",49
290683047,"NO","NO",26
282288367,"NO","NO",1
427366642,"YES","NO",19
2129752888,"NO","NO",1
1554895002,"NO","NO",104
1638288591,"YES","NO",125
224764945,"NO","NO",47
1035947721,"NO","NO",92
600413170,"NO","NO",0
467296018,"NO","NO",7
1322987239,"NO","NO",3
972790975,"NO","NO",13
151715188,"NO","NO",5
11660197,"NO","NO",6
1323860768,"YES","NO",28
544731098,"YES","YES",72
466499451,"NO","NO",9
1801541027,"NO","NO",27
605278563,"NO","NO",125
821888454,"NO","NO",13
1029916092,"NO","NO",35
948063685,"YES","NO",6
503309588,"YES","YES",169
659641203,"NO","NO",12
814448522,"NO","NO",18
1323554365,"NO","NO",2
1744625441,"NO","NO",3
578404068,"NO","NO",2
57226045,"NO","NO",6
841618526,"NO","NO",1
1100754526,"NO","NO",21
124858679,"YES","NO",116
1820772029,"NO","NO",0
691980794,"YES","YES",734
2107709692,"NO","NO",0
819430395,"YES","NO",29
1790793760,"YES","YES",175
1156495458,"YES","NO",30
1023812217,"NO","NO",87
969451947,"NO","NO",14
1575237176,"NO","NO",0
105631631,"NO","NO",5
701085110,"YES","NO",75
1167253957,"NO","NO",1
516263021,"YES","NO",36
993817737,"NO","NO",0
343103641,"YES","NO",692
192740440,"NO","NO",24
1513574973,"YES","YES",134
2098319888,"YES","NO",25
133651527,"YES","NO",37
911893249,"YES","NO",22
1131928720,"YES","NO",46
1070448278,"NO","NO",29
1366803225,"NO","NO",1
694114222,"YES","YES",74
1551341324,"YES","NO",14
249016458,"NO","NO",72
1904555328,"NO","NO",1
1121069513,"NO","NO",2
262839479,"NO","NO",30
1637193282,"NO","NO",10
638366861,"NO","NO",1
2092817147,"YES","NO",78
381281552,"NO","NO",9
138304923,"NO","NO",323
191730319,"NO","NO",6
1081592706,"NO","NO",3
977776138,"YES","YES",253
389708672,"NO","NO",11
840822549,"NO","NO",0
1951070749,"NO","NO",0
436514019,"NO","NO",2
2008472434,"NO","NO",62
298523251,"YES","NO",265
180115457,"YES","NO",76
792366612,"YES","NO",54
2029627985,"NO","NO",1
1667872889,"NO","NO",2
304575414,"NO","NO",32
1080679390,"NO","NO",7
1938852266,"NO","NO",7
77041378,"NO","NO",0
2017414119,"YES","NO",1386
1556489180,"NO","NO",2
273687450,"YES","NO",35
931170097,"YES","NO",20
174927737,"YES","YES",300
34156006,"NO","NO",2
1111609847,"NO","NO",71
1148525278,"YES","NO",76
1348127801,"NO","NO",230
319808675,"NO","NO",6
1466050954,"YES","NO",32
132510848,"YES","YES",21
372465214,"NO","NO",0
691772770,"NO","NO",21
1156321849,"YES","NO",24
1241105940,"YES","NO",33
409000857,"YES","YES",70
875415353,"YES","YES",28
799740325,"NO","NO",0
143073983,"YES","NO",13
1862750915,"YES","NO",55
481060423,"YES","NO",45
1828722963,"YES","NO",6
1909492721,"YES","YES",415
749619820,"NO","NO",13
713073174,"YES","NO",24
1001064677,"YES","NO",97
1794092180,"YES","NO",18
1323278395,"NO","NO",11
1211755612,"YES","NO",9
1278709794,"NO","NO",2
765971387,"YES","NO",6
1492209539,"NO","NO",152
1434597817,"YES","YES",1379
708229504,"YES","NO",71
151305040,"NO","NO",2
1938968910,"NO","NO",10
386181924,"NO","NO",45
1883318745,"NO","NO",4
1824949286,"NO","NO",2
693225464,"NO","NO",20
349003192,"NO","NO",34
1278936161,"NO","NO",6
767595643,"YES","YES",359
1853685157,"YES","NO",176
1013856925,"NO","NO",1
998404193,"YES","YES",412
112137997,"NO","NO",1
1570843141,"YES","NO",24
2111312326,"YES","YES",304
2015291284,"YES","NO",30
1122061038,"NO","NO",98
828142699,"YES","NO",23
1005175741,"NO","NO",118
1493884114,"YES","NO",208
927221255,"NO","NO",5
420975750,"YES","NO",33
1717671391,"YES","NO",1976
1920723012,"NO","NO",19
88744129,"NO","NO",1
535361660,"NO","NO",0
1852999903,"YES","NO",83
840589954,"NO","NO",28
1372086252,"NO","NO",2
1795135651,"NO","NO",1
1459748912,"YES","NO",38
2036884730,"NO","NO",70
808765878,"NO","NO",29
867795066,"NO","NO",2
594078508,"YES","YES",19
1876188005,"NO","NO",3
875665422,"NO","NO",5
921218189,"NO","NO",4
895815511,"YES","NO",175
1274747047,"YES","NO",28
1641900552,"YES","NO",45
748176717,"YES","NO",36
1913212672,"YES","NO",300
1072762876,"YES","YES",11
423264106,"NO","NO",4
552408427,"NO","NO",59
1761234047,"NO","NO",4
234636380,"NO","NO",24
1379543558,"NO","NO",2
212163699,"NO","NO",129
1926691986,"YES","NO",57
1781546093,"YES","YES",167
1906817147,"YES","NO",6
409381402,"NO","NO",34
2020624868,"NO","NO",3
1956538794,"YES","YES",80
443796882,"NO","NO",0
1038363585,"YES","NO",97
1335319458,"NO","NO",114
820295628,"NO","NO",0
1583222216,"YES","YES",306
1065957718,"YES","NO",22
1972669057,"NO","NO",19
1284300665,"YES","NO",20
371933320,"YES","NO",20
1038845934,"NO","NO",3
2098142852,"NO","NO",9
296182267,"YES","YES",194
376809192,"YES","NO",51
613122278,"NO","NO",127
82941449,"YES","NO",46
1672613309,"YES","NO",278
1123326396,"NO","NO",46
1466124728,"NO","NO",7
554191216,"NO","NO",19
266809584,"NO","NO",5
994644063,"NO","NO",5
1887581940,"NO","NO",0
623520172,"NO","NO",0
105742582,"NO","NO",50
7902460,"YES","NO",72
150590074,"NO","NO",0
481757740,"NO","NO",0
746728803,"YES","YES",1453
511151655,"YES","NO",15
954077784,"NO","NO",51
464823217,"YES","YES",363
865257921,"NO","NO",4
83008092,"YES","NO",97
1405736333,"YES","NO",64
1603753965,"YES","NO",31
1277831497,"YES","NO",112
1992950132,"NO","NO",3
86004750,"YES","YES",28
1681690668,"NO","NO",1
2089360837,"NO","NO",10
1893303368,"YES","NO",44
892869446,"YES","NO",41
1833217734,"NO","NO",0
1725367441,"NO","NO",9
1792844418,"YES","YES",286
793443355,"YES","YES",583
1792826226,"NO","NO",0
1275368382,"YES","NO",126
1771015714,"NO","NO",0
927867645,"NO","NO",12
1971860267,"NO","NO",0
878792131,"YES","NO",29
65128169,"NO","NO",26
1017142087,"NO","NO",3
145853661,"NO","NO",34
1393845939,"NO","NO",48
253069983,"NO","NO",3
1279886634,"YES","NO",232
155700618,"NO","NO",2
1720501206,"YES","NO",379
218098078,"NO","NO",1
1014243202,"YES","NO",59
2087810864,"NO","NO",16
1081243139,"NO","NO",0
1761140988,"NO","NO",9
643753610,"YES","NO",25
216791174,"NO","NO",3
794834859,"NO","NO",7
643775596,"NO","NO",52
1321266609,"NO","NO",2
2008646224,"NO","NO",21
777441861,"NO","NO",1
2101142551,"NO","NO",7
622040281,"NO","NO",0
1473989316,"NO","NO",3
1030148567,"YES","NO",200
1664186910,"YES","NO",13
1205143307,"YES","NO",52
230580762,"NO","NO",6
152493291,"NO","NO",2
1237650081,"YES","NO",74
1945818531,"YES","NO",35
1213381676,"YES","YES",30
764244972,"NO","NO",2
1522136609,"YES","NO",205
1899859752,"YES","NO",240
1152293984,"NO","NO",0
552692637,"YES","NO",41
725169603,"YES","NO",41
692085949,"NO","NO",0
1189442021,"NO","NO",0
673269292,"NO","NO",11
1032351345,"YES","NO",56
1709457767,"NO","NO",5
508383206,"YES","NO",37
1644732198,"YES","NO",52
579633797,"NO","NO",26
1683357636,"YES","NO",39
1450599666,"NO","NO",20
1260732452,"NO","NO",0
1284430863,"YES","NO",479
1946816750,"NO","NO",16
1925765731,"NO","NO",15
1390907959,"YES","NO",63
1862588016,"YES","NO",105
1214826257,"YES","NO",63
661675708,"YES","NO",84
797484903,"YES","NO",53
2016970157,"YES","YES",1096
141919844,"YES","NO",67
43970797,"NO","NO",1
954276377,"NO","NO",3
90185471,"NO","NO",28
1853822185,"YES","NO",225
2076650650,"YES","NO",37
526501588,"NO","NO",9
589921452,"NO","NO",6
2066957707,"NO","NO",6
1082783258,"NO","NO",19
1019734972,"NO","NO",1
1955236401,"NO","NO",17
254577105,"NO","NO",0
458654142,"NO","NO",29
1498822484,"NO","NO",5
659891292,"YES","NO",43
1125096088,"YES","NO",25
320843818,"YES","NO",88
171868639,"NO","NO",7
2123840386,"NO","NO",1
1075278662,"NO","NO",18
483727877,"NO","NO",1
1301026652,"NO","NO",26
653038950,"YES","NO",37
1207516260,"NO","NO",2
317502019,"NO","NO",0
1853541839,"YES","NO",21
357162115,"NO","NO",6
1184638506,"YES","NO",18
698583269,"NO","NO",13
1499035313,"YES","NO",233
1768484323,"YES","NO",21
204955160,"NO","NO",3
490097871,"NO","NO",10
461307013,"YES","YES",32
1564308555,"NO","NO",9
843447727,"YES","NO",16
1065339964,"NO","NO",0
1037344973,"NO","NO",4
1056136525,"NO","NO",0
1556372957,"NO","NO",93
1422034272,"NO","NO",14
1747008425,"YES","NO",165
1292666049,"NO","NO",0
2006630746,"YES","YES",313
378841238,"NO","NO",12
1358404193,"NO","NO",47
1007543210,"NO","NO",12
664301296,"NO","NO",0
1071281902,"YES","NO",31
774914350,"YES","YES",185
2014634394,"NO","NO",12
12035885,"NO","NO",0
400891195,"YES","YES",20
1523134443,"NO","NO",15
265840920,"YES","NO",1646
1206741836,"YES","YES",97
1147718366,"YES","NO",44
1779487768,"NO","NO",6
1272520967,"NO","NO",0
1593468112,"YES","NO",27
719437310,"NO","NO",1
1132290684,"NO","NO",15
269526163,"YES","YES",33
960614626,"NO","NO",6
258822369,"NO","NO",10
795308641,"YES","YES",311
1654742303,"YES","NO",37
1176037031,"NO","NO",0
1765673002,"YES","YES",12
401264057,"YES","NO",57
1889929392,"NO","NO",0
1434645878,"NO","NO",5
563290237,"NO","NO",1
1188213229,"NO","NO",0
364105971,"NO","NO",2
738517843,"NO","NO",4
1380919741,"NO","NO",0
1385275406,"YES","YES",70
1283977016,"NO","NO",33
281337153,"NO","NO",2
1664153302,"NO","NO",0
2020370857,"NO","NO",8
2104397705,"YES","NO",134
1765668693,"NO","NO",80
1403331677,"YES","NO",120
685079824,"NO","NO",13
1952926951,"NO","NO",40
659912131,"YES","NO",21
1344232619,"NO","NO",15
1216530392,"YES","NO",13
873866211,"NO","NO",4
1606691192,"NO","NO",1
1169053949,"YES","NO",186
992824039,"YES","NO",35
489177610,"YES","NO",97
1152435068,"NO","NO",0
1588462496,"YES","NO",48
1811134157,"YES","NO",57
299078208,"YES","NO",112
1372333514,"NO","NO",93
480785677,"NO","NO",3
303942060,"NO","NO",20
1689831284,"YES","NO",153
1268967008,"YES","NO",32
1642263705,"NO","NO",8
200947291,"NO","NO",85
1861967831,"YES","NO",42
1783216801,"NO","NO",5
663916056,"YES","NO",155
1479511989,"NO","NO",0
106462011,"YES","NO",15
68818785,"NO","NO",22
749405767,"NO","NO",11
1962332723,"YES","NO",17
1326433772,"YES","YES",91
333717059,"NO","NO",9
402592965,"NO","NO",17
2070181084,"YES","NO",68
846263242,"NO","NO",0
1709028824,"NO","NO",56
1165056271,"YES","NO",61
867310902,"YES","NO",75
746494752,"YES","NO",24
1177657788,"NO","NO",17
1258234959,"NO","NO",2
264805855,"NO","NO",103
1814865045,"YES","NO",41
200012989,"NO","NO",7
1015005872,"YES","NO",36
1629834135,"NO","NO",51
2060693905,"NO","NO",15
989533806,"YES","YES",43
1854324545,"NO","NO",2
1861534513,"NO","NO",40
173110946,"NO","NO",14
1810487363,"NO","NO",11
1157749455,"NO","NO",17
86369291,"NO","NO",19
972670382,"YES","NO",100
1810963358,"YES","NO",10
1248910781,"NO","NO",0
861715403,"YES","NO",13
924824767,"NO","NO",10
206089780,"YES","NO",34
6919141,"NO","NO",510
1249054047,"NO","NO",0
1191800529,"NO","NO",6
1599498983,"YES","NO",41
964074872,"NO","NO",2
546987016,"NO","NO",49
136257261,"YES","YES",38
1639488178,"NO","NO",4
1633558333,"NO","NO",104
72814256,"NO","NO",4
1554765613,"YES","YES",15
1219155862,"YES","NO",90
276723292,"NO","NO",21
1827978924,"YES","NO",13
467077481,"NO","NO",19
367841057,"YES","NO",30
1359597816,"NO","NO",3
1390606891,"NO","NO",48
1857383919,"NO","NO",2
1824663357,"NO","NO",2
1586777105,"NO","NO",1
707707252,"YES","NO",40
1856216436,"NO","NO",2
2012251456,"NO","NO",3
455209994,"NO","NO",1
1408780580,"NO","NO",10
1125212384,"YES","NO",139
277512014,"YES","YES",217
709066956,"YES","YES",186
2115744685,"NO","NO",10
1803917020,"NO","NO",4
510312931,"YES","NO",79
1404885482,"NO","NO",5
783947433,"YES","YES",822
1489334473,"NO","NO",13
813608322,"YES","YES",1005
2080143171,"YES","NO",117
1650091500,"NO","NO",19
1440555599,"NO","NO",4
1575282771,"YES","NO",415
490641477,"YES","NO",15
356676181,"NO","NO",13
1959726517,"NO","NO",35
1856492953,"NO","NO",4
1643070016,"YES","NO",157
428995534,"NO","NO",0
1031014271,"NO","NO",6
691398462,"NO","NO",11
1804083910,"YES","NO",67
1518869746,"NO","NO",29
1416911893,"NO","NO",8
61071423,"YES","NO",76
488161997,"NO","NO",28
799667058,"YES","YES",1567
737949435,"YES","YES",178
1508092954,"YES","YES",138
1594632987,"NO","NO",8
2009553297,"YES","NO",4
1907644217,"NO","NO",3
1258112009,"NO","NO",92
1521564818,"YES","NO",42
1718116026,"YES","NO",309
2144010374,"NO","NO",1
831875180,"YES","NO",32
2092661384,"NO","NO",0
1398381509,"YES","NO",158
189145018,"NO","NO",9
1971192557,"NO","NO",19
2116652748,"NO","NO",182
2048286350,"YES","NO",34
1555543065,"YES","NO",28
1836218076,"YES","YES",52
1575358682,"YES","NO",84
1235079943,"NO","NO",16
1303791278,"YES","NO",188
1597415250,"NO","NO",12
1397874479,"YES","NO",13
2068103104,"NO","NO",0
1790051869,"NO","NO",12
1683923679,"YES","NO",36
568625357,"YES","NO",9
44798490,"YES","NO",16
1283830864,"YES","NO",33
1013498866,"NO","NO",11
655885918,"NO","NO",0
1432417537,"NO","NO",0
1386165423,"YES","NO",84
2017944025,"YES","NO",46
257227196,"YES","NO",203
1332896262,"NO","NO",7
1397291448,"NO","NO",2
927827388,"NO","NO",21
1142691577,"YES","NO",14
944859184,"NO","NO",40
1282305723,"NO","NO",1
1819460140,"NO","NO",1
1665846670,"NO","NO",41
978659403,"NO","NO",3
1949962322,"YES","NO",83
1539770066,"NO","NO",184
515670131,"YES","NO",34
1161648796,"NO","NO",0
438568635,"YES","NO",64
44558999,"YES","YES",180
1421969993,"YES","YES",11
1793611815,"NO","NO",132
1993787323,"NO","NO",7
1397716,"YES","NO",139
366109609,"NO","NO",14
544183802,"NO","NO",52
26011581,"NO","NO",2
913869514,"YES","NO",8
305408382,"NO","NO",8
835507680,"YES","NO",35
1810088691,"YES","YES",1077
1183386665,"NO","NO",3
893871298,"NO","NO",22
1728450881,"NO","NO",1
2133653678,"NO","NO",216
2099982307,"NO","NO",10
1119557380,"NO","NO",15
1759380071,"YES","NO",53
502910131,"NO","NO",3
1848052488,"NO","NO",1
1216039532,"YES","NO",145
118251488,"YES","NO",15
319229289,"NO","NO",1
892737540,"NO","NO",14
1018607549,"NO","NO",11
451002346,"YES","NO",54
529449694,"NO","NO",1
10997537,"YES","YES",59
435571738,"YES","NO",156
1480227094,"YES","NO",131
1807166486,"NO","NO",0
1992319968,"NO","NO",17
1996832448,"NO","NO",7
1888544019,"YES","NO",71
457873580,"NO","NO",3
1102355874,"NO","NO",3
339535848,"YES","NO",149
1381711170,"YES","YES",69
1969610584,"NO","NO",2
985659898,"YES","NO",16
980387219,"YES","YES",160
1975455097,"YES","NO",30
184901732,"NO","NO",12
322057025,"NO","NO",37
355545007,"NO","NO",5
24962335,"NO","NO",34
491818328,"NO","NO",30
1585257391,"YES","NO",82
1286405202,"NO","NO",4
630294567,"YES","YES",2534
599697333,"YES","NO",387
271475820,"YES","NO",70
729660145,"NO","NO",14
652168550,"YES","NO",95
1486549663,"NO","NO",1
546816415,"YES","YES",326
146003074,"NO","NO",15
942433029,"NO","NO",2
1905901874,"NO","NO",43
1414490688,"YES","NO",78
793242990,"YES","YES",814
2096431959,"NO","NO",62
753157235,"NO","NO",1
1957531085,"NO","NO",87
1160127718,"YES","YES",1349
688077188,"YES","NO",330
792515647,"NO","NO",3
1220613855,"YES","NO",146
1792410710,"NO","NO",60
1775185669,"NO","NO",2
2139806032,"YES","NO",27
238791129,"NO","NO",24
896429329,"NO","NO",4
1913985012,"NO","NO",4
2110404851,"YES","NO",24
1113465842,"YES","NO",36
1724553333,"YES","NO",31
1280355079,"NO","NO",5
1577681361,"NO","NO",8
431625242,"YES","YES",188
794212551,"NO","NO",0
260510364,"NO","NO",2
483656225,"NO","NO",6
1650628270,"YES","NO",50
2062069171,"NO","NO",14
724278423,"NO","NO",3
1269519619,"YES","NO",116
779197274,"NO","NO",2
945636802,"YES","NO",53
1659496281,"YES","NO",18
948430351,"NO","NO",1
1144062050,"NO","NO",1
2123226177,"NO","NO",36
1410159478,"NO","NO",34
1509589533,"YES","NO",243
764662879,"NO","NO",19
300507386,"YES","NO",36
1223498581,"NO","NO",5
1468446017,"NO","NO",2
373493173,"NO","NO",0
23408193,"YES","YES",39
948190856,"NO","NO",1
960941013,"YES","YES",221
497300766,"NO","NO",9
927776096,"NO","NO",77
2003010159,"NO","NO",6
1296959720,"YES","NO",61
1083281347,"NO","NO",26
1762029108,"NO","NO",24
184399426,"NO","NO",1
1629343796,"NO","NO",15
1589941785,"NO","NO",9
113230,"YES","NO",44
2031982842,"YES","NO",84
360970367,"NO","NO",1
1881535584,"YES","YES",75
1347561873,"YES","NO",47
1299877024,"NO","NO",0
475439452,"YES","NO",79
1875764159,"YES","NO",146
418295124,"YES","NO",44
1481114838,"NO","NO",76
655625566,"NO","NO",2
676517623,"NO","NO",3
695815719,"YES","NO",48
640542228,"YES","NO",17
589764298,"YES","NO",179
911626919,"YES","YES",186
1133597864,"YES","NO",45
1431233480,"YES","NO",46
1316014554,"YES","NO",73
350951736,"YES","YES",990
296121584,"NO","NO",7
203041907,"NO","NO",71
1503281653,"NO","NO",71
627120322,"NO","NO",9
2052462332,"NO","NO",15
171161217,"YES","YES",846
1106034046,"YES","NO",52
1972345496,"YES","NO",22
848245814,"YES","NO",20
370712601,"NO","NO",14
1552414689,"NO","NO",0
2018906745,"NO","NO",2
1689892817,"YES","NO",155
2023427175,"YES","NO",43
1772241721,"NO","NO",30
1005987818,"NO","NO",38
2129359133,"YES","NO",180
1757836927,"NO","NO",4
1552742129,"YES","NO",67
1542379271,"NO","NO",0
1404856924,"NO","NO",22
1998794417,"NO","NO",3
2131836526,"YES","YES",222
1475867017,"NO","NO",15
1543235727,"NO","NO",8
1829439960,"YES","NO",93
815180079,"YES","NO",416
239599173,"YES","YES",5622
306409914,"NO","NO",124
84971423,"NO","NO",8
474471080,"NO","NO",3
1558282278,"YES","NO",50
429108456,"NO","NO",1
2080203302,"NO","NO",34
247554572,"NO","NO",24
1519533170,"NO","NO",32
1330386758,"NO","NO",1
689835181,"NO","NO",0
2039570646,"NO","NO",0
631466575,"YES","NO",59
1247419079,"YES","NO",308
1965205837,"NO","NO",8
599887155,"YES","NO",9
831291892,"NO","NO",239
1544318785,"NO","NO",8
1818748510,"NO","NO",3
1946283114,"YES","YES",258
685332467,"NO","NO",24
133895920,"NO","NO",67
312637850,"NO","NO",1
1845441941,"YES","YES",11
1865204692,"NO","NO",0
2089711919,"YES","NO",29
763082691,"NO","NO",2
799738265,"YES","NO",83
1053551857,"YES","NO",53
947330354,"NO","NO",18
1869732194,"NO","NO",0
724772861,"YES","NO",59
1568570161,"YES","NO",45
735991946,"YES","YES",120
1995539178,"NO","NO",1
1351087689,"NO","NO",0
1814823998,"NO","NO",7
1578480543,"NO","NO",33
1150957654,"NO","NO",3
1894108776,"YES","NO",116
1555900693,"NO","NO",1
281650227,"YES","NO",222
154638447,"NO","NO",184
529417496,"YES","NO",34
604636621,"YES","NO",154
1362051847,"NO","NO",6
1630614716,"NO","NO",34
2051132820,"YES","NO",49
1667807141,"NO","NO",177
297843419,"NO","NO",2
863831971,"NO","NO",0
782735801,"NO","NO",15
1585702384,"YES","YES",421
2001028427,"NO","NO",5
1592359057,"YES","YES",252
2054427651,"NO","NO",11
841468556,"NO","NO",39
918621532,"NO","NO",0
1280542590,"YES","NO",189
1519604029,"NO","NO",3
1270412595,"NO","NO",6
142703862,"YES","NO",92
1503962274,"YES","YES",599
743541596,"YES","NO",30
1982327558,"YES","YES",235
557042627,"NO","NO",0
364943743,"NO","NO",0
507101398,"NO","NO",2
2084376600,"NO","NO",0
1847296384,"NO","NO",20
948677995,"YES","NO",11
1929977473,"NO","NO",2
811265929,"NO","NO",21
1387902774,"NO","NO",22
627339218,"NO","NO",6
791767271,"NO","NO",1
1842857119,"YES","YES",131
376663967,"YES","NO",84
1747559112,"NO","NO",6
13714457,"NO","NO",75
711436196,"NO","NO",9
625621359,"YES","NO",76
1342001917,"NO","NO",132
24800259,"YES","NO",32
1131626945,"YES","YES",132
2115224379,"NO","NO",35
1665197189,"YES","NO",24
753520863,"NO","NO",4
1449976546,"NO","NO",5
1386645232,"NO","NO",0
164754129,"YES","NO",24
72802578,"YES","NO",105
971452249,"YES","NO",43
1473959490,"NO","NO",65
14996683,"NO","NO",214
1754475321,"NO","NO",27
2030255881,"NO","NO",3
1455445015,"NO","NO",1
1578022248,"YES","YES",48
1511103019,"NO","NO",4
1201525204,"YES","NO",203
765909603,"YES","NO",79
1382952455,"NO","NO",7
58922257,"NO","NO",3
162017528,"NO","NO",0
443103256,"NO","NO",30
795059977,"NO","NO",1
1603798132,"YES","NO",31
184075450,"YES","YES",26
469777863,"NO","NO",1
255485508,"NO","NO",2
395446886,"NO","NO",173
522768557,"NO","NO",5
1516299192,"YES","NO",36
493410370,"NO","NO",9
60368364,"YES","NO",788
1280331752,"NO","NO",74
834869605,"NO","NO",5
854983780,"YES","YES",49
1127465229,"YES","NO",167
1295212858,"YES","YES",57
27261760,"NO","NO",37
1624295268,"NO","NO",5
146206252,"NO","NO",0
1336841743,"NO","NO",20
1188881531,"YES","NO",40
509506684,"NO","NO",13
1176152925,"NO","NO",5
1265565489,"NO","NO",3
1986492051,"NO","NO",0
1635639905,"NO","NO",2
647517710,"YES","NO",155
383672793,"YES","NO",16
983193901,"NO","NO",12
873796248,"NO","NO",15
217800997,"YES","YES",100
864859483,"YES","NO",139
861766651,"YES","YES",193
498512215,"NO","NO",13
635495419,"NO","NO",6
1036534752,"YES","YES",33
483735881,"YES","YES",561
362427683,"NO","NO",1
1514003874,"NO","NO",0
2111176410,"NO","NO",24
98073236,"YES","NO",1378
1917808931,"NO","NO",4
1737220105,"YES","NO",21
1817824435,"YES","NO",1542
127178686,"NO","NO",6
754000416,"NO","NO",0
105015171,"NO","NO",3
1021665555,"NO","NO",0
538903377,"YES","NO",78
608129567,"NO","NO",0
2091881000,"NO","NO",21
2079658217,"YES","NO",174
1520811551,"NO","NO",40
144122112,"YES","NO",62
735763125,"YES","NO",218
81963728,"YES","YES",80
1977407645,"YES","NO",1018
361612588,"YES","NO",39
1540493792,"YES","NO",28
855105674,"NO","NO",15
497953860,"NO","NO",38
703330070,"NO","NO",3
21276479,"YES","YES",3009
62443101,"YES","YES",194
1942675918,"NO","NO",3
1729594958,"NO","NO",3
1854859043,"NO","NO",2
2053805740,"YES","NO",15
630701949,"YES","YES",354
1058832538,"NO","NO",4
739123892,"NO","NO",0
1054524277,"NO","NO",9
1503540799,"NO","NO",2
845925636,"YES","YES",550
877723413,"NO","NO",15
1472891272,"NO","NO",9
1698687234,"YES","NO",342
365299113,"YES","NO",347
538914041,"YES","YES",15
2088391604,"YES","YES",3544
379797644,"NO","NO",0
1506044535,"NO","NO",4
1811990516,"YES","NO",103
1187662388,"YES","NO",143
604236776,"NO","NO",9
1479528296,"NO","NO",19
1341552075,"NO","NO",51
